"","X","id","text","geo","description","likes","retweet_counts","lang","length"
"931",1760,1575187923552829440,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","","","1",2955,"en",1
"932",1763,1575187867592433664,"RT @trkataria: @taran_adarsh Completely BOYCOTT  Bully, Bhaand, Gutter, Khan, Daud, Nashedi, Fasaadi &amp; Urdu WOOD forever. 🚩
#Justice4SSR 
#…","Bihar, India","Truth will always triumphs","1",2,"en",1
"933",1764,1575187857659944960,"RT @RichfieldElem: Zahands Martial Arts in PE class with the Bully Buster Program! @prtyov5 https://t.co/SXNNtNcCY5","United States","Allegany County Special Olympics Athlete Bowling Bocce Basketball Flag Football Karate @ Kick Masters Karate Student 🥋 A Keyser Tornado Fan 🏈 Sentinels Fan 🏈","1",1,"en",1
"934",1765,1575187849120710656,"RT @Bully2Info: Imagine in an alternate universe we would be seeing Bully 2 gameplay leaks instead of GTA 6. Damn I wish I was in that alte…","melbourne, australia","Gay Redhead 🌈 Toy collector / retail assistant. Aliens, Nivanfield and Perciver fan. Him / He. NSFW. 18 + 2 follow thanks 😊 . Profile pic by @nerodsi","1",57,"en",1
"935",1768,1575187770867613696,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","","Animals, NFT","1",2955,"en",1
"936",1769,1575187763997315072,"RT @PSLdc: Youngkin is a cowardly bigot that thinks he can bully the youth into the closet!

When they say go back we say fight back! Young…","Anchorage, AK","A revolutionary socialist organization in Alaska 🚩
We need your help to build the movement for socialism ⤵️","1",33,"en",1
"937",1771,1575187753507033088,"RT @theSnyderKnight: Bully Maguire in Mario Kart Wii https://t.co/i5MTE1clkp","","","1",35654,"en",1
"938",1772,1575187750755901440,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","she/her 🌻","just a nerd with too many thoughts and feelings ✌️ 

          BLM 🤎 pro choice 💗 love is love 🌈","1",265,"en",1
"939",1773,1575187710918414336,"RT @GBBranstetter: Grown adults being very upset the students of Virginia aren't going along with their plan to bully the students of Virgi…","Houston, TX","click the link in my bio for a comprehensive list as to why you should vote for BETO in the TX elections","1",288,"en",1
"940",1776,1575187683042680832,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","Auckland, New Zealand","#Aotearoa #NZ","1",30,"en",1
"941",1778,1575187642890977280,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","England","Unlabelled","1",113,"en",1
"942",1781,1575187591883735040,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","Perth, Western Australia","","1",113,"en",1
"943",1787,1575187508920389632,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","","","1",2955,"en",1
"944",1788,1575187506471075840,"RT @AvA4Bleue: @DanRather @JamesFLoveIV Except Pres Biden is not a petulant bully who abuses his power like #DeathSantis. Pres Biden is foc…","","","1",39,"en",1
"945",1794,1575187394089091072,"RT @MotherSquid: @IdaColl_11 @Laurieluvsmolly So true. That's a matter of civility, morality, dignity. Something America has sorely lacked…","Washington State","I love my 3 rescued dogs, I’m proud that I vote Blue. . DM me, I will blocked you. I hate Trump and his crazy cults. He’s a traitor!!!","1",2,"en",1
"946",1797,1575187331555872768,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","","Politica, contemplator, former artist, sometime writer & linguist, friend, wife, sister, mother.","1",30,"en",1
"947",1798,1575187330411139072,"RT @Bharati09: A neighbour used to let their Pitbull on d road minus a leash. My other neighbours househelp struggles to control a growling…","India","Trained Wildlife Biologist, working for conservation of biodiversity per se. Biodiversity of Thar Desert. Ungulates, Small Carnivores, Bats, Urban Biodiversity","1",3,"en",1
"948",1801,1575187296684769280,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","Wellington Central, Wellington City","","1",30,"en",1
"949",1802,1575187294012710912,"RT @theSnyderKnight: Bully Maguire  fights Homelander https://t.co/nKTF33wX1j","Puerto Rico","","1",7415,"en",1
"950",1804,1575187255563632640,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","English & Proud - lives in NI ","","1",817,"en",1
"951",1808,1575187190178381824,"RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du","Toronto, Arizona","Founder of OneLegacy Sports Management","1",20,"en",1
"952",1809,1575187175913951232,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","Saskatchewan 🇨🇦","","1",113,"en",1
"953",1812,1575187150546829312,"RT @DragonflyJonez: Remember when folks were saying Zion wasn't gonna be able to bully grown ass men in the NBA then he went out and averag…","Los Angeles, CA","🌴⚜️🌴","1",200,"en",1
"954",1814,1575187141692313600,"RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du","Port Arthur, TX/THE TRILL","R.I.P Pimp C!!! UGK 4 LIFE/JETSxTGOD sc:ugkbuck ig:2049buck","1",20,"en",1
"955",1816,1575187128585273344,"RT @Canellelabelle: @EugeniaKulaAmey When meghan provides proof of who call her child the N word or discuss his skin color or was ever raci…","","","1",4,"en",1
"956",1820,1575187088978296832,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","","NFTDEGEN","1",2955,"en",1
"957",1825,1575187031613120512,"RT @mydaoying960201: @Tenisbabie so he can’t joke around with your fave, but your fave can joke around with him. Is he an object for people…","' ㅡ ♡ nct ot 23 , aespa ot 4 )","กร้าก tenleedeeteesud *0*","1",17,"en",1
"958",1826,1575187023182573568,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","Three Kings, Auckland","Army Vet , ex corporate,now know-all cabbie, politics follower , sports nut, once a golfer, right of centre, livesin Auckland but a Manawatu boy at heart","1",30,"en",1
"959",1827,1575187018786942976,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","UK","Wife. Mom. Love to travel. Brexiteer. Conservative🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 #BackBoris #TrustTruss #NeverLabour","1",817,"en",1
"960",1828,1575187003544858624,"RT @HARDEYRHEMMYMo1: Dear Progressives, 

This Morning we begin the next phase of our journey to the Villa. Be assured God is with us. They…","nigeria","what do u want to know?","1",3,"en",1
"961",1830,1575186981352448000,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","France","Who does the malin falls in the ravin • nico di angelo era •
they/them, 23 • genderfluid-ace / RT HEAVY!! not safe for minors •
 • header starsleeps","1",265,"en",1
"962",1836,1575186939267121152,"RT @GadScylla: My family were the only people to ever successfully bully me lol","🇹🇹","- Formerly jwiddilococo","1",8,"en",1
"963",1838,1575186924834557952,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","New Zealand","","1",30,"en",1
"964",1842,1575186901413134336,"RT @dayoisrael: Dear Progressives, this Morning we begin the next phase of our journey to the Villa. Be assured God is with us. They will a…","nigeria","God. Family. Arsenal. Olamide. Laycon.","1",578,"en",1
"965",1852,1575186719288066048,"RT @TalwaiSarita: #haikufeels #inferior
Cleverly hiding
His inferiority
The bully at school.","Toronto/Oslo","Translator and Writer. (She/Her/Hun/Lei) Language-obsessed nature-lover and really annoying fact checker. Compulsive rhymesmith.  #binders #haiku #fiction","1",1,"en",1
"966",1853,1575186704238903296,"RT @MinaMahalBBW: My latest @Curvage1 clip is out now! 
YOUR BULLY HUMILIATES YOUR GAIN WHILE PLEASURING YOU 🖐️
https://t.co/dAuChCuF2q htt…","San Francisco, CA","Curvy women are great and we think you will agree! No nudity here just daily pics of sexy #Curvy #Women. visit our website https://t.co/llRA5HoHoC #Curvage","1",9,"en",1
"967",1854,1575186698899951616,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","Portsmouth","Mum of four grown sons and three cute dogs!
From Portsmouth.
If you can't beat them, try harder. 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿","1",817,"en",1
"968",1857,1575186658281984000,"RT @mgeist: Dare to criticize or question Canadian Heritage officials or its legislation? Prepare to be called racist, a bully, or have a n…","","Common sense conversations hosted by Pamela Wallin. No filter, no spin and no nonsense. Click below to start listening!","1",243,"en",1
"969",1858,1575186619035836416,"RT @Simp4Sluts: this kid that used to bully me in high school for being “under 6ft” just died LMAOOOOO I’D RATHER BE UNDER 6 FOOT THAN BE 6…","Waianae, HI","Trezen Kelly’s MOM 🤍","1",327,"en",1
"970",1864,1575186522533662720,"RT @OlenaHalushka: The smartest move to answer russian escalation will be: modern tanks and modern jets for #Ukraine #leopard2 #f16. As a t…","New York - London - Kyiv","","1",236,"en",1
"971",1865,1575186499091714048,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","","harleen quinzel #1 fan","1",265,"en",1
"972",1871,1575186370208837632,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","","@AlePentaEth Official Profile","1",2955,"en",1
"973",1875,1575186318958919680,"RT @mesocarpp: Where tf is kuwamocho the uncompromised certified bully...Ako hizi streets kweli","we uko?","just a tweeting mf🫠","1",1,"en",1
"974",1877,1575186275925041152,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","seoul","@teamSMATh #nomadape #PRD_X
Hi fam, we are Lucky guy","1",2955,"en",1
"975",1878,1575186257717534720,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","ㅤ ▸ㅤᴄ ʜ ɪ ʟ ᴇ ㅤ;ㅤ sᴘᴀɴɪsʜ/ᴇɴɢʟɪsʜ","ㅤㅤ STUDENT ⠀ ﹠⠀⠀ROLEPLAYER  ⠀⋆⠀❫⨾   ENTP  ٬٬  𝗫𝗫𝗩𝗜 ◞ㅤshe / he ㅤ₊*ೃㅤ𝐏𝐎𝐌𝐄𝐅𝐈𝐎𝐑𝐄ㅤ♠️🍎. ㅤ⇢ㅤVALKYRIEㅤ🌹🦋 .ㅤ‹   vanoé agendaㅤ🎩⌛.","1",265,"en",1
"976",1880,1575186252739256320,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","18 | any pronouns | white","mmh slay","1",265,"en",1
"977",1886,1575186062447501312,"RT @Tobennafortune: This David Hudeyin is a big bully. What exactly is he trying to pin on Kiki Mordi?. She said it in 2020 that the story…","","","1",154,"en",1
"978",1887,1575186061742915584,"RT @FighttHubbb: High school bully gets dropped 😹 #Fights #fighting #schoolfights #fightpage https://t.co/Xx7zrvF1Gs","","","1",50,"en",1
"979",1889,1575186018004701184,"RT @bigeliw: @EColetteNelson @SenLouiseLucas He forgets he’s the governor of Virginia. We’ve been on our own since he took office. He’ll po…","Austin TX area","Husband, father, grandpa who is damned sick & tired of MAGA. Interests: politics, history, Terry Pratchett, The Dude. I follow back. No DMs. Beto2022. BlueWave.","1",6,"en",1
"980",1892,1575185954494504960,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","They/Them • 24 • 🧡🤍💖","Nico di Angelo get behind me | #pjotwt #sttwt | pfp by Velinxi","1",265,"en",1
"981",1893,1575185938623303680,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","they/he 16","#1 lover of nico di angelo + found family tropes 🏆 - 📖: 40/50 - pfp : velinxi","1",265,"en",1
"982",1897,1575185831056154624,"RT @Tunmisebby: Y’all thought you could bully SEGUN? BIG SHEGGZ??!!? Lmaoo 😂😂🤣🤣Una never see anything!!! #SheggzOlu𓃵 #SheggzFC𓃵","Lagos, Nigeria","I do me , Crazy times crazy vibes!!!!","1",25,"en",1
"983",1898,1575185760084451328,"RT @SaidTheBully: ""You should already know how to do everything"" said the bully, after ignoring repeated requests for mandatory training.…","My Home ","By Doctor @KrittanawongMD. The leaderboard of #AcademicTwitter. Our mission: Establish 3.0 #AcademicTwitter community","1",1,"en",1
"984",1901,1575185660016631808,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","","","1",817,"en",1
"985",1906,1575185595088850944,"RT @WestergrenJon: Ok right wingers promoting violence as a political tool
Republicans might want to think about this GOP has mistaken kind…","Austin TX area","Husband, father, grandpa who is damned sick & tired of MAGA. Interests: politics, history, Terry Pratchett, The Dude. I follow back. No DMs. Beto2022. BlueWave.","1",2,"en",1
"986",1914,1575185437475622912,"RT @xpressanny: @MichaelLCrick Did you know @IainMcNicol staff were ALL JLM executive members? Like this unsavoury bully who lied on Panora…","deep in cognitive dissonance","Constant brain-farts of a botched mind.

May contain spelling mistakes (blame dyslexia)","1",111,"en",1
"987",1919,1575185376636870656,"RT @chemtraillilly: I am a Professional bully, and a professional misanthrope. 

ca: $bloodpixiez 

findom paypig ebony domme finsub whales…","museum of art deco","19 | new account | findom. | coquette brat | cashapp: $bloodpixiez | dms are off for a reason. 💋 tribute fee is 15$ | prove yourself before you ask me anything","1",1,"en",1
"988",1921,1575185358882754560,"RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du","","","1",20,"en",1
"989",1924,1575185266653900800,"RT @QueenHearts09: Male bully @rjmyers 🤮 @katienicholl makes Prince George a target for adult bullies. #KatieNichollisabully #RussellMyersi…","London","Loves travel, Europe, UK, UK Royals, fashion, art, photography, and The Wales Family.Married to a great British guy!! 🇺🇸🇬🇧","1",1,"en",1
"990",1925,1575185260098121728,"RT @curiousordinary: Tofu kozo is a bit of an underdog yokai in the world of #JapaneseFolklore. He appears as a young boy wandering around…","","I'm Yuki, I'm a Vtuber enthusiast. I like to stream games when I can.  It's my hobby, others consist of playing Tabletop rpgs, reading and folklore.","1",8,"en",1
"991",1926,1575185246085079040,"RT @Floxxy43190867: Let’s not talk about bully and hate because Bryann and Bella are mostly bullied and hated by the street of Twitter for…","Lagos, Nigeria","Linguist; Bibliomaniac; Financial Analyst; Digital marketer; and a Queen 👸🏼| Arsenal FC❤️| COYG💪","1",2,"en",1
"992",1929,1575185222945341440,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","•❤️💙•HAIKYUU•SK8•HS•OFMD","🩸PIRATE ENTHUSIAST🩸MY ART ACC: @kiwiikad • currently plagued with brainrot of too many things to name• ic: @halosketches","1",265,"en",1
"993",1933,1575185183787171840,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","Metaverse","NFT lover","1",2955,"en",1
"994",1934,1575185148131397632,"RT @DoctorAyo_: Doyin and her army currently trending number 1 in Nigeria over all political trends. This is enough to let y'all know that…","","A lover of rainbow 🌈","1",70,"en",1
"995",1935,1575185142666399744,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","","","1",113,"en",1
"996",1937,1575185135334346752,"RT @Free_Norm89: People was dragging pnb lady and dude was already in the parking lot. That’s why minding your business is so vital","","Katie's Pops.. Wide Awake But A Ninja Living Your Dreams Out..","1",5,"en",1
"997",1938,1575185093618200576,"RT @TheUndeadNette: Take a look at yourself and see if you’re so perfect you have to constantly bully two people who did NOTHING TO YOU. LE…","","Positive","1",31,"en",1
"998",1939,1575185084281282560,"RT @PeetingDisorder: Ian is such a gay name I’m not surprised this hurricane wanted to go to Tampa","","Handsome Cute Boy | Co-Host of the Dr. Dick Show","1",76,"en",1
"999",1943,1575185017629642752,"RT @godsflaw: Understanding the PSM:

Your kid jams their hand in the cookie jar, and you replace the cookie every damn time until they are…","","Buying Dips since 2017 #ETH #DOT #ICP","1",3,"en",1
"1000",1944,1575185015813468160,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","Yorkshire and The Humber","I hate the EU, love the UK. We were never asked - held against my will by the EU and traitor UK MPs. I voted Boris & got the green party ConSocialists","1",817,"en",1
"1001",1946,1575184984490778624,"RT @Oluwase92182017: @notyafave Its glaring to call this a gender indifference issue.BBN fan-wars always seem threatened by women who can s…","","I am a content creator | Youtuber
Director, writer and actor.
#screenwriter #filmmaking #youtuber
https://t.co/7QRHco78iD","1",6,"en",1
"1002",1950,1575184922234347520,"RT @MattWHeath: @TitusNation It's like MAGA *hates* children. Look at there way they treat poor kids, pregnant kids, and immigrant kids; ho…","","Pop culture/movie/TV/politics buff. NO LISTS!  Boosted. Stay cute or stay mute. No TERF zone. Not right wing, just right period. Be kind or be blocked. She/her.","1",1,"en",1
"1003",1951,1575184890647445504,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","","NFT lover","1",2955,"en",1
"1004",1953,1575184870854172672,"RT @Rukkie123: Ppl have been yarning dust ,they couldn't trend. khalid just said somethn about his self worth and they are wailing. I'm gla…","","Playful","1",22,"en",1
"1005",1956,1575184826470055936,"RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du","Port Arthur, TX","UNT Alum | 927 | Gumbo Connoisseur | I can show ya better than I can tell ya","1",20,"en",1
"1006",1959,1575184784925433856,"RT @ToriGlass: @teacherquit please quit if you haven’t already. you’re a bully","Southern Maine","Patriot, Feminist, Christian, therefore Democrat, liberal, grandmother, chicken keeper, Anti-Fascist, she/her/y’all. #theresistance","1",1,"en",1
"1007",1960,1575184760699490304,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","","ela/ele || i mean, do we really need another zero?","1",265,"en",1
"1008",1964,1.575184711299e+18,"RT @mystery0725: #SalmanKhan: It’s been 12 years now, it’s been a long time. I am used to it. I like the game, there is a lot to learn. You…","","","1",44,"en",1
"1009",1965,1575184689459236864,"RT @deb_Akkian: @iRoshnee_ And here comes a Bengali girl who degrades her phenomenal power to create life and thinks she is degrading a man…","","","1",10,"en",1
"1010",1968,1575184666667016192,"RT @DragonflyJonez: Remember when folks were saying Zion wasn't gonna be able to bully grown ass men in the NBA then he went out and averag…","LA/OAK","I'm ME! No other title needed! #UCLAalumni #Warriors #OaklandAs #KcChiefs #Dodgers","1",200,"en",1
"1011",1970,1575184650426667008,"RT @wednesdaylh: @PRlNCESSQUINZEL I know u like to bully me 😕","she/her. 19. white.","wednesday addams’ pr manager","1",1,"en",1
"1012",1973,1575184596391829504,"RT @mydaoying960201: @Tenisbabie so he can’t joke around with your fave, but your fave can joke around with him. Is he an object for people…","ประเทศไทย","อ่านชื่อคู่ชิปฉันนะ .. #doten #allten #markmin #nomin ถ้าชิปเราตรงกันก็อยู่ด้วยกันได้ค่ะ","1",17,"en",1
"1013",1981,1575184506297778176,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","Kensington Palace","News and photos about The Princess of Wales, her work and her family ✨ Edits made by me, photos don’t belong to me 📸","1",113,"en",1
"1014",1984,1575184422030417920,"RT @strawberb_: fun facts with ren #1: i don't give a shit about nsfw art/animations as long as it's not illegal or weird fetishes/kinks, i…","🎂: 6/20/2008","soup/amber
multifandom
pansexual trans gal 😎
♥️@strawberb_♥️
minor (14)
adhd+autism
discord: soupiter#6316
PROSHIP DNI","1",4,"en",1
"1015",1986,1575184376123764736,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","UK, Spain, Potugal & Gibraltar","photographer, writer, designer, thinker, builder of boats & homes. INFJ. NPD survivor. Provider of images & news, varied subjects  passionate about life & truth","1",817,"en",1
"1016",1987,1575184368913461248,"RT @ccadelago: Joe Biden is increasingly comfortable w/ the reality he isn’t wanted everywhere. White House officials are supplementing his…","The Big River, Missouri","Plant ecologist: 10km3x2 ECOPLAY=unique:recognizable: complex:predictable:patterning ECOTONE ECOLOGICALRESTORATION endemic plant species:VEGETATION CONNECTIVITY","1",5,"en",1
"1017",1992,1575184319789703168,"RT @DrHannah: I just read the Allison Pearson article. It's as offensive as you might expect but the fact that such ableism is published in…","Terra","Star Citizen Streamer - as well as other fun games. He/Him. Bi.","1",14,"en",1
"1018",1993,1575184315272466432,"RT @JoDivaRunner: Somebody in Germany reported me for calling KKKate a bully! 🤣🤣🤣🤣 Fortunately, Twitter found that I hadn’t violated any ru…","","","1",80,"en",1
"1019",2000,1575184209848713216,"RT @donnabainbridg1: Listening to Flangella Rayner speaking today, do you think she used to be the school bully? The nasty one at the back…","","","1",15,"en",1
"1020",2001,1575184197693865984,"RT @FNE2008: @JaySekulow By all means let's give a 48-year-old bully a free pass for assaulting a 72-year-old clinic volunteer TWICE just b…","Seattle, WA","Wife, Mom, Designer, Traveler, Plant-lover, Activist","1",4,"en",1
"1021",2003,1575184110477189120,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","any pronoun,18,esfj,7w6","percabeth ve solangelo icin yasayan 1 bimbo...🥀","1",265,"en",1
"1022",2004,1575184085542404096,"RT @mydaoying960201: @Tenisbabie so he can’t joke around with your fave, but your fave can joke around with him. Is he an object for people…","Works in moments ✍🏻✨","mostly jaedo aus | minors dni.
On a mission to make everything about Doyoung and Taylor Swift.

She/her/Bisexual.
Swiftie |
BlackPink/Twice/Svt.","1",17,"en",1
"1023",2007,1575184071939874816,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","Arabutã, Brasil","ove","1",2955,"en",1
"1024",2010,1575184004835581952,"RT @Glowgirlseun: A reminder 
You can’t bully Doyin 
You can’t drag Doyin and go free 
You can’t wish Doyin bad and expect good thing to ha…","","I defend Laycon.","1",87,"en",1
"1025",2013,1575183953446993920,"RT @Rukkie123: Ppl have been yarning dust ,they couldn't trend. khalid just said somethn about his self worth and they are wailing. I'm gla…","Soweto, SA","Where da is laughter, da is me....Aquarius- great sense of humour... MaDhlamini... #Khosi for life.","1",22,"en",1
"1026",2014,1575183932974596096,"RT @nekotenny: bully and racist like stan like fans","Chupachupssstens","But the sun will shine through. // #TENLEE SOLO STAN","1",122,"en",1
"1027",2016,1575183896626737152,"RT @RoyHinkleyPhD: @RepMTG @HuffPost We demand that you go away, #Sporkfoot.

You are an #Insurrectionist, a #liar, a #Nazi, and a bully. Y…","","Contemplative Frustrated Had enough of tRUMP  🦠😷#MaskItOrCasket #IStandWithEducators #GoJoe #Resist #AntifaForLife #HardcoreAtheist","1",1,"en",1
"1028",2018,1575183831623036928,"RT @Glowgirlseun: A reminder 
You can’t bully Doyin 
You can’t drag Doyin and go free 
You can’t wish Doyin bad and expect good thing to ha…","Lagos, Nigeria","U come for me i drag you💯💯","1",87,"en",1
"1029",2021,1575183801084309504,"RT @BeeWilde2: @GBNEWS @katienicholl #Diana will always be remembered as a complicated woman who did show genuine compassion for others. VE…","","","1",7,"en",1
"1030",2023,1575183785213059072,"RT @earth2brandi: BACK ON MY BULLY","Dallas Tx","Old enough to know better, but young enough to not give a fuck.","1",1,"en",1
"1031",2026,1575183732063244288,"RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du","Houston, TX","Sneaker Connoisseur, Big Steppa, Cultured Individual, Philosopher, Hustler, I Look Better Than Your Baby Daddy, Part Time Blesser, PVAMU Alumnus #SOGH #Spread","1",20,"en",1
"1032",2027,1575183704875474944,"RT @Olawunmii_: You thought Sheggz was going to come out and get overshadowed by your hates and that not happening, na wetin Dey pain una b…","","Me being me","1",99,"en",1
"1033",2028,1575183697929961472,"RT @Saintsswimmom: @thehill If there is one thing we should ALL understand about Joe Biden, it’s that he is a good person and would ALWAYS…","","","1",3,"en",1
"1034",2030,1575183692716478464,"RT @HHamaschiach: Doria didn’t raise a woman with poise - elegance &amp; self - esteem - she created a monster who would sully herself on yacht…","Canada","","1",193,"en",1
"1035",2035,1575183630019678208,"RT @slimengrimen: now that everyone is fully aware he sucks can we collectively go back and bully him mercilessly for his music","United States","EDEN/QUILL!! THEY/THEM, KIT/KITS. MINOR. ENBY LESBIAN. I REALLY LIKE WOMEN.
https://t.co/jQaJQALV70
https://t.co/JrTragcEpG…","1",1,"en",1
"1036",2036,1575183622910676992,"RT @Charmin_Carmen: So I just found out my childhood bully is now a spiritual healer and I can't even make this shit up","🇺🇸","𝙄 𝙡𝙤𝙫𝙚 𝙗𝙤𝙪𝙧𝙗𝙤𝙣 𝙖𝙣𝙙 𝙥𝙞𝙚","1",1,"en",1
"1037",2037,1575183606502531072,"RT @Nerdy_Himehara: You bully her, but also get a crush on her

..  😳","","Just your everyday pantie loving wedgie nerd who loves to just share wedgie pics and just talk wedgies 
24
Male","1",1,"en",1
"1038",2038,1575183577326579712,"RT @machineiv: This blood in the water approach to social justice isn’t just bad because it hurts good people; it’s bad because it’s a sire…","Somewhere in South America","https://t.co/1ewUopWSjN

ENG/ESP

PC and retro gamer, tech enthusiast, tentative content creator.","1",137,"en",1
"1039",2045,1575183442920480768,"RT @DisparatePost: The elephant in the room = the EU. Seems to me, that the EU has become an insufferable totalitarian bully, wreaking havo…","","gis a euro for the bus bud
when yous get locked yous get blocked","1",1,"en",1
"1040",2050,1575183414474383360,"RT @BobaSt_: The way that fandom are going out there way over a title that no one calls that boy except for himself, mediaplay and that com…","","","1",3,"en",1
"1041",2053,1575183362532073472,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…","she/they • 22 • bi • 🇹🇼🇷🇴","joce • demigod, superhero, and horror enthusiast • @bb_brandon918💕 • co-president of the mcu hawkeyes hate club with @cata_wampus • #FreePalestine","1",265,"en",1
"1042",2055,1575183357398618112,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…","Hong Kong","There is no shortcut to success.","1",2955,"en",1
"1043",2057,1575183324402032640,"RT @TheUndeadNette: Take a look at yourself and see if you’re so perfect you have to constantly bully two people who did NOTHING TO YOU. LE…","","Vibrant","1",31,"en",1
"1044",2067,1575183217891872768,"RT @Stix_Munene1: When your favorite is being cooked is better you do not say anything. You defending a bully will make you look like a foo…","Namibia,Ongwediva & Oniipa","I'm one of a kind‼️
📍IG: nepando_pau96
|°Simply look at me,God is amazingly creative💯 |Land Cruiser LX V8🕯️🕯️ 🔴MAN UTD🔴🔥 🇳🇦","1",1,"en",1
"1045",2072,1575183098668806144,"RT @dayoisrael: Dear Progressives, this Morning we begin the next phase of our journey to the Villa. Be assured God is with us. They will a…","Lagos","|An unrepentant patriot| |Biochemist| |Buharist| |BATified| |Editor-in-chief NzogbuNzogbu| |Arsenal FC| |mikemacom34@gmail.com| BAT2023","1",578,"en",1
"1046",2079,1575182992821039104,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","","","1",113,"en",1
