,label,text,hashtag,id,follower_count,friends_count,country,retweet_count,favorite_count
752,none,@jaredchase hahaha,,13857342,19170,797,United States,0,1
753,none,Insights from a 'GamerGate' target: How to protect yourself from harassment online - GeekWire http://t.co/RubeV1U6jo,,13857342,19172,797,,15,24
754,none,I hope you're not #mkr,mkr,292419947,873,321,,0,1
755,none,But... I don't ever want to see or hear Kat again. Ever. #MKR,MKR,17263897,243,328,,0,0
756,sexism,@She_TheWolf @brotheryellow Men are.  Women cannot be.  Feminism says that's equal enough.,,2756873076,1796,1858,,1,1
757,none,No juice in curd unusual! #MKR @mykitchenrules,MKR,23699500,1670,1649,,0,1
758,sexism,"RT @pay_pay247 I'm not sexist, but women's basketball makes me want to puke",,930620467,19819,258,,0,0
759,none,"Ughhh. Someone offered me a discounted all access GDC pass, but it's still more than I can afford.",,13857342,19172,797,United States,0,0
760,none,Let's not forget that Joan Rivers was a privileged asshole who whined constantly about her lack of rights to tell oppressive jokes.,,930620467,19820,258,,1,2
761,none,The sooner the better “@Rosie_Pimm: Who else is looking forward to Kat and Andre's pending elimination #mkr”,mkr,180999150,1590,1740,,0,0
762,none,"Lynn, I would have scored them a 2 #MKR",MKR,347048522,2650,2497,,1,3
763,none,"Oh hey, you should be ashamed of your disgusting self. @TheMajesticPlum http://t.co/B4obsliTUg",,930620467,19820,258,,2,1
764,none,"@GrindMode407 Not exactly the part I was relaying, but, ;ppp",,930620467,19820,258,,0,0
765,sexism,"Please do! @TomFordyce1 Women's t20 cricket, I'm not sexist but I'd rather kick myself in the eye",,930620467,19819,258,,0,1
766,none,"Pretty content, actually. @_thirst48 http://t.co/7JFZjLObyr",,13857342,19172,797,,2,12
767,none,"@nexxylove @JayWeixelbaum i dunno. I think PC is okay. Call-out (imo) has more to do with public callouts, which initiate pile-ons.",,13857342,19170,797,,0,2
768,none,"@gamergatetxt @Cernowatch @PlayDangerously perhaps. But regardless, tools to remove bots would remove gaters.",,13857342,19170,797,United States,0,1
769,none,"A lot of you are new followers since November, so I think this bears a reshare. My story: http://t.co/SUrQwclIoU http://t.co/fDdPhD6JAO",,13857342,19170,797,United States,15,28
770,none,LOL @max2000warlord,,13857342,19172,797,United States,0,5
771,none,"@allankmelb Surely when you go to a restaurant you have certain expectations, given what is written on the menu? #MKR",MKR,2189820660,407,748,,1,1
772,none,"Patience wearing thin with all these rounds #MKR. Feels like we'll still be here at xmas 'the absolutely last, we're almost there round'",MKR,67499940,1062,727,,0,0
773,none,THEYRE DOING IT AGAIN WTF #MKR,MKR,569870574,4655,1502,,0,0
774,none,RT @deray: Holy shit. There were just like 4 shots. It seems like an officer was shot. Shit. Officers have guns drawn. This is crazy.,,13857342,19172,797,,556,0
775,none,My cheeks hurt from cringing at the #killerblondes on #MKR #MKR2015 #mykitchenrules,killerblondes,181012509,33,95,,0,2
776,none,"btw, guys. I'm an admin of the OpenBSD facebook group. So, you know. COLLUSION.",,13857342,19170,797,United States,1,21
777,none,RT @EFF: It’s #FOIAFriday. Do you know where your records are? Nominate your FOIA horror stories for The Foilies! http://t.co/XOKRA4MlLk,FOIAFriday,13857342,19170,797,,29,0
778,none,"Words have different impact depending on power. How is this a hard concept? @j0shoooa And just to clarify, whores can be guys too #notsexist",notsexist,930620467,19820,258,,0,0
779,none,Why are Annie and Lloyd cooking that for breakfast? #mkr,mkr,198773386,309,999,,0,1
780,none,@fdgonthier @Patreon thanks! ;),,13857342,19170,797,,0,0
781,sexism,RT @ben_thomas93 Call me sexist but really don't find female comedians funny at all,,930620467,19819,258,,0,0
782,sexism,#killerblondes more like #dumblondes #MKR,killerblondes,2883133296,6,79,,0,0
783,none,@TimCField http://t.co/ElwRyZZhT2,,13857342,19172,797,,0,1
784,sexism,"No one cares @IkeMahrer6551 call me sexist, but i hate to hear girls argue bout sports",,930620467,19819,258,,1,0
785,none,"Like seriously until Helen Thomas what Obama did wasn't even technically possible, so let's not get our testicles in a bunch",,930620467,19820,258,,0,0
786,none,@jaredchase there was one where there's like this dude... he's big... and the hands out of the ground?,,13857342,19172,797,,0,0
787,none,@Jeff_Nacht it's not pink.,,13857342,19170,797,,0,1
788,sexism,"#MKR do the blondes keep pronouncing ""porno models"" incorrectly ? Actually that's harsh, sorry to all the ladies in the porn biz !",MKR,474703667,36,134,,0,4
789,sexism,.@tim_geelen @eaballesty The wage gap is debunked lie and RAINN says rape culture is fairy tale that distracts from stopping real rape...,,2756873076,1796,1858,,0,1
790,none,"@shanselman Will be there, just late as usual.",,13857342,19170,797,United States,0,0
791,sexism,RT @rorybrown_mufc: @Connorsmart3 @YesYoureSexist jealous cause they are inferior #jokes,jokes,930620467,19820,258,,1,0
792,none,@Robobengt also a few famous people followed me and now i'm freaking out that i tweet too much &amp; don't want to scare them off. :P,,13857342,19172,797,,0,0
793,sexism,@failedmgc I have a million valid arguments.  Doesn't change reality...,,2756873076,1796,1858,,0,0
794,none,"OK, look. Someone is messaging me on something. I hear the ding. I don't know which account, which service, which computer. Uh. DM me.",,13857342,19172,797,United States,0,9
795,none,@nite_moogle thank you for the personal story you related. it was touching.,,13857342,19172,797,,0,1
796,none,"Maple Bacon and Zucchini Fritters, looks so yummy! 🐷 @mykitchenrules #mkr2015 #mkr",mkr2015,33527714,145,203,,0,2
797,none,"@ctmurfy Blind symphony auditions increase women's representation. Judges may not THINK they're sexist, but they are: http://t.co/bQke5g47Fw",,930620467,19820,258,,0,0
798,sexism,".@11twiggins So you oppose equal gender rights, do you?",,2756873076,1796,1857,,0,1
799,none,"@GregTheTerrible In web, yes. Clients other than web immediately delete tweets.",,13857342,19172,797,United States,0,0
800,none,"@Quinnae_Moon this is like vegan powers, right?",,13857342,19170,797,United States,0,3
801,sexism,RT @LOTRQuotes69: Why shouldn't women drive? Because there's no road in between the kitchen and the bedroom. #NotSexist #SorryNotSorry,NotSexist,930620467,19820,258,,1,0
802,sexism,You even hear yourself? @tweaker_bell I'm not sexist but I do believe women and men play very different roles in society but are not limited,,930620467,19820,258,,0,0
803,none,"We seek to help clarify those policies and gain better enforcement, as well as provide users with the power to filter what they experience.",,13857342,19170,797,,5,8
804,sexism,RT @PoliticalCynic: Instead of doing something about the feminists who hate men I'm going to scream at you for pointing them out. #TweetLik…,,2756873076,1796,1858,,5,0
805,none,@adelaidemale: Kat = Cunt #mkr,mkr,1945683854,82,445,,0,1
806,none,@sarahlery happy to help. :),,13857342,19170,797,United States,0,0
807,sexism,"RT @StayingInPower Why is Thor a woman now? I am not sexist, but it just doesn't make any fucking sense.",,930620467,19819,258,,0,0
808,none,WTF!!! #MKR2015 #MKR,MKR2015,44793218,17,13,,0,0
809,none,Actually hate Kat and Andre. #mkr,mkr,39206476,63,213,,0,1
810,sexism,@juliarforster Yes. http://t.co/ixbt0uc7HN,,2756873076,1796,1857,,0,0
811,none,It's really hard to talk about abuse &amp; leave it with a positive message. Call to action is important to not discourage women from industry.,,13857342,19172,797,United States,2,11
812,none,@victorlisboa76 LMAO TOO MANY RIGHTS,,930620467,19820,258,,0,0
813,none,@ThelmaSleaze I meant to highlight that activities in which women perform well are not deemed worthy because it is women that do them...,,930620467,19820,258,,0,0
814,none,EUUUUUUURGGGGH NOT AGAIN #MKR,MKR,2376905809,122,291,,0,0
815,sexism,Yep except the study @Liberal_fem (the Artist Formerly known as Mich_something) offered's author says it does NOT prove bias @TamedInsanity,,2756873076,1796,1857,,0,1
816,none,/cast Spectral Guise,,13857342,19170,797,United States,0,1
817,sexism,RT @cielsolwazi: Not sexist but something ain't right when women calling a football game lol,,930620467,19820,258,,1,0
818,none,@jasonverlanderr my mistake! Sounded like it could have been sympathetic lol. :),,930620467,19819,258,,0,0
819,none,@herbiemarcuse @PailOfAwesome @ProfessorF @chrisvcsefalvay I guess you're bad at linkedin. Sad for you!,,13857342,19172,797,United States,0,1
820,none,"Too funny! ""This crumb is not shortcrust - it's BISCUIT"" #gasp #MKR",gasp,54517562,54,146,,1,0
821,none,This boy at Coles looks uncomfortable #mkr,mkr,1928866418,1624,909,,0,1
822,none,"@ThelmaSleaze ""as long as women have a biological advantage in X sport, X sport will be undervalued"" is what that was attached to.",,930620467,19819,258,,0,0
823,none,"@AndreaFaulds we may be setting this up at some point in the future. Have to be really careful, though.",,13857342,19170,797,,0,1
824,none,RT @mirahimage: @freebsdgirl hoping they don't need you to speak because he buried himself.,,13857342,19172,797,,3,0
825,none,"@hownowgobbycow @KaitlynBurnell really, though, show me someone that plays a string instrument and I'm a happy woman if you know what I mean",,13857342,19170,797,,0,1
826,none,RT @femfreq: If there's debate over if Oscar movies pass the Bechdel Test because of one line that's a good indication the film has poor re…,,930620467,19819,258,,148,0
827,none,@beardyblue never feel bad about that. it's pretty intense if you're not prepared for it.,,13857342,19172,797,,0,1
828,none,Annie is coated in + 1000 sunscreen. #mkr,mkr,3017002076,82,60,,0,1
829,none,I'm not a misandrist but in movies men are always shooting people oh wait that is also real life,,930620467,19819,258,,8,7
830,none,Kat obviously doesn't know how to be considerate #MKR,MKR,37329464,1244,0,,0,1
831,none,"I had a migraine until we made the announcement, then all the feels in the past few days have me wanting to cry ALL THE TIME. good tears.",,13857342,19172,797,,3,21
832,none,Ivan and William = 66% of drivers involved @frayers101 http://t.co/wZwOIo3hZR,,930620467,19820,258,,0,0
833,sexism,RT @CeeJayCraig: I just got called sexist...because I get paid the same as guys and I'm not a sheep to the feminist movement..ok @kaytugs @…,,2756873076,1796,1858,,2,0
834,none,Roguestar is one of those ppl that I wouldn't be surprised to see on the news for shooting up a store. But no one would call him quiet/nice.,,13857342,19172,797,,1,8
835,none,I'm amazed that #mkr could actually find a tweet of mine acceptable for television ... Clearly there's not enough swearing! #fuck,mkr,1116121759,420,145,,1,3
836,none,#asskickery hahahahaha #mkr #mkr2015 #mkrsexylloyd,asskickery,3014154552,27,80,,0,0
837,none,I can't believe people are still surprised that Annie and Lloyd can't cook! #mkr,mkr,39935935,1104,942,,0,2
838,none,#miracleon34thstreet has a surprisingly progressive attitude about mental illness for 1947,miracleon34thstreet,930620467,19820,258,,0,2
839,none,Celine serving vomit for breakfast. #mkr,mkr,18096229,350,347,,0,1
840,none,"Thinking that they're top dogs, we can only hope they botch the next round. It's happened before #MKR",MKR,1240932972,869,1158,,0,0
841,sexism,RT @Spainballin44 @B_Diddy010 I'm not sexist but i just don't believe in women being president,,930620467,19819,258,,0,0
842,sexism,RT @PhilBrindAmour Call me sexist but female sports anchors r the worst. Makes me uncomfortable when women know more about sports than I do,,930620467,19819,258,,0,1
843,sexism,Yeah their little fuzzy wings can't reach the handlebars. @miamidade305 I'm not sexist but I would never ride behind a chick on a motorcycle,,930620467,19819,258,,0,3
844,sexism,"RT @nikeenan: @YesYoureSexist look guy, every man has look at a woman's ass at one point or another I his life.",,930620467,19819,258,,1,0
845,sexism,Um @Iaaine i m not sexist but there are somethings girls just shouldnt do,,930620467,19820,258,,0,0
846,none,Can someone tell me where to find when #MKR are cooking for the public!? I want some!!,MKR,1269271862,39,135,,0,2
847,sexism,RT @Jason_Eyerman Girls shouldn't do drugs #NotSexist #JustTheTruth,NotSexist,930620467,19819,258,,0,2
848,none,Oh god Annie and Lloyd what the hell? #mkr,mkr,198773386,309,999,,0,0
849,none,"Hey followers, I'm back from a 2-week vacation and ready to call people sexist again. Thanks for sticking around.",,930620467,19820,258,,1,4
850,none,"@quantumdude @SonataSetShy @Spacekatgal at this point? You know it's getting mobbed by harassers with down votes aplenty, choice is yours.",,13857342,19170,797,United States,0,1
851,none,"RT @mshellsj: Deconstructed, because you can't be bothered putting it together #mkr",mkr,545159350,14,0,,1,0
852,none,"@gamerfortruth @athenahollow he had a huge ego, never produced anything, and everyone hated him. kind of like twitter.",,13857342,19170,797,,0,1
853,none,"Take heed, gaters. You're alone in the world in your campaign of hate. People will stand up to you. Men and women will stand up to you.",,13857342,19170,797,,14,51
854,none,How unfortunate... they're staying. #MKR,MKR,181965556,101,403,,1,1
855,none,Talented leo! https://t.co/1i4s94IwME,,13857342,19172,797,,6,33
856,sexism,"@mikeyfenn You appear to have common sense.  So, no, you'd be totally wrong.",,2756873076,1796,1858,,0,0
857,none,@jonrosenberg they are both pretty entertaining to talk to sometimes. ;),,13857342,19170,797,United States,0,0
858,none,"""It's refined and it's pretty. Like us!"" 

Seriously, someone get these girls English lessons, they have no idea what they're saying. #MKR",MKR,19707925,546,869,,0,1
859,none,Nikki you should've changed the ballet flats for a pair of stilettos #catwalk #mkr,catwalk,26142201,398,778,,0,1
860,none,Oh ders Robert!! HEY THERE!!! #mkr,mkr,29178646,424,288,,0,0
861,none,@TheOnlyAnimal93 But we do have Eva and Debra and they seem lovely 😊 #mkr,mkr,706566464,987,1200,,0,0
862,sexism,"@SnugRailgun She blocked me and I blocked her, why is that sexual abuse apologist @Auragasmic in my TL?",,2756873076,1796,1857,,0,1
863,sexism,.@ListenToRaisin @ILivUndrUrBed @Bananaramble The fate of most feminists...,,2756873076,1796,1858,,0,0
864,sexism,"Sexist tweet par excellence @kenziee_annn I'm not sexist, but women are seriously awful drivers",,930620467,19819,258,,0,0
865,none,Can I make graphite show the sum of 5m when retention is 1m? Want to see a graph with point every 5m with sum of that time period.,,13857342,19172,797,United States,0,3
866,none,So never used the ice cream maker before  #mkr,mkr,2402894750,220,574,,0,1
867,none,@CuriousQuail yes,,13857342,19170,797,,0,0
868,sexism,RT @LoweryJake I'm not sexist but holy shit women drivers are awful!,,930620467,19819,258,,0,0
869,none,Annie and Lloyd clearly live on planet Mars for most of the year. They are way out of touch with reality. #MKR #mkr2015,MKR,24605272,1208,201,,2,4
870,sexism,RT @CraigSJ: Live footage of Patricia Arquette asking gays &amp; people of color to help her get better pay. http://t.co/oDcIyqbknM,,930620467,19819,258,,2045,0
871,sexism,RT @IanPipebomb Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying,mute,930620467,19819,258,,0,0
872,none,"“@jgray0711: Refined &amp; pretty....again not the words I'd choose
#mkr” Fuck &amp; shit would be my choice.",mkr,714051386,1293,952,,1,3
873,sexism,"Nope, YOU'RE just gross, assface. @Cashyeww Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross",,930620467,19820,258,,1,0
874,sexism,"RT @Mini_Khoza: @Masterbatker I'm not sexist, but fuck that lady. She's awful.",,930620467,19820,258,,1,0
875,none,I watched #MKR tonight...  Kat and Andre should be disgusted with themselves...  Uncalled for on so many levels...,MKR,2691604651,477,598,,0,2
876,none,#mkr Vida here http://t.co/etRq4qxjIH,mkr,2415915638,1186,611,,0,0
877,none,I kinda reallllllly want a magnetic implant in my fingertip now.,,13857342,19170,797,United States,0,24
878,none,@robinashe @SwitchManZZZ @victorymonk @b3bilco @JustLaurenB @LBigmann @TheGags29 No idea. Just she's a conservative whose affair was outed.,,2756873076,1796,1858,,0,0
879,none,What in the world are Vicky and Celine thinking?! Their breakfast dish looks so bad! #MKR,MKR,2324314232,175,1458,,0,0
880,none,"One of the hardest things about not working on a team out of an office is never letting myself sleep in. Coffee, save me.",,13857342,19170,797,United States,1,7
881,sexism,"Valentine's Day is great and all, but I'm holding out my real enthusiasm for Love Day: https://t.co/YlK19wSlk4",,930620467,19820,258,,0,1
882,none,Fashion by Randi.,,13857342,19170,797,United States,0,8
883,none,@flatluigi yes.,,13857342,19170,797,,0,0
884,none,I am so tempted to not contact Twitter just so they can spend more money on promoting my Twitter handle.,,13857342,19172,797,United States,3,25
885,none,@nscottg I love atlassian. :P,,13857342,19170,797,,0,0
886,none,"find the problems w/dude's solution, don't publicly call him out, get accused of ""trying to pick a fight"" when i ask him about it. SHOCKING.",,13857342,19170,797,United States,1,6
887,none,"She seems to be getting the most tweets, but @femfreq and @TheQuinnspiracy have seen much more ht engagement as well.",,13857342,19172,797,United States,5,8
888,none,"Oh. How strange. Nero, glorious leader of a campaign that is supposedly not about harassment, is mocking harassment. https://t.co/1KhIcgC7UF",,13857342,19172,797,,20,25
889,none,"These guys finally exhausted themselves. Yay, quiet time. http://t.co/dpPo0xMiDu",,13857342,19170,797,,1,11
890,none,I've never eaten chicken liver. #mkr,mkr,176763671,335,631,,0,0
891,none,Made some banana and nutella bread #yum #TakingYouHome #helenaandvikki #Mkr,yum,327312396,45,138,,0,0
892,none,I hope Kat and Andre see themselves on TV and are utterly ashamed of themselves #MKR,MKR,76632914,23,84,,1,0
893,none,"""Speaking up"" isn't the same thing as ""speaking for"", and I'm sorry you don't know the difference. @halletecco @wadhwa @Jason",,13857342,19170,797,,2,29
894,none,@JamesHT_Avfc The point and you live in different universes.,,930620467,19819,258,,0,0
895,sexism,RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr,mkr,2650794800,9491,2215,,1,0
896,none,"""Fingers crossed it tastes good.""
Cut to punter ""It tastes like cardboard.""

#MKR",MKR,247696871,1141,760,,0,0
897,none,@jneen_ i need to know the story behind that image,,13857342,19172,797,United States,0,2
898,sexism,RT @SxFlint93: @YesYoureSexist okay fuck off my shit pussy,,930620467,19819,258,,1,0
899,sexism,"RT @hadyn1878: Hate girls who think they're really hot because they get with a different person every week, when really it's because they'r…",,930620467,19820,258,,2,0
900,sexism,Over the duck lips #mkr,mkr,254941287,250,246,,0,0
901,none,#TheDress http://t.co/oVPCcqVpwv,TheDress,13857342,19170,797,,62,73
902,none,"All these ""women sportscasters amirite"" douchebags are the same entitled pricks who complain that affirmative action takes ""their"" jobs",,930620467,19820,258,,0,4
903,sexism,@shaner38 Exactly A well executed rebuild. But don't rewrite history. We tanked for 66 Fleury &amp; Geno. Sid was Gary rigging the lockout draft,,2756873076,1796,1857,,0,0
904,none,"RT @Jeffmister: I've said it before, I'll say it again - strategic scoring should result in a penalty being apply to the offending team/s (…",,383446627,228,770,,1,0
905,none,Karma karma karma! #mkr,mkr,8532872,31,437,,0,0
906,none,She walks like a demented flamingo. #mkr,mkr,36327171,319,833,,1,5
907,none,#mkr you need to fix your voting system so it can't be rigged like this,mkr,23901130,157,737,,0,0
908,none,Thank you #mkr producers for making me hate Kat so much. You have done your job perfectly.,mkr,1059207842,868,346,,0,6
909,none,@Trigger_Check @kaytheproblem yeah. :\,,13857342,19170,797,,0,0
910,sexism,"RT @WinerNick Not sexist, but the majority of feminists piss me off.",,930620467,19819,258,,2,0
911,none,does anyone know if she's alright?,,13857342,19170,797,,0,0
912,none,"@BajaLime @BeerGynt @bidetofevil will need a uh, sales contact there. for a specific thing... can't release info until ~4pm.",,13857342,19170,797,,0,1
913,none,".@bryneaux I prefer just getting up on stage and speaking, but most conference organizers want me to have slides. ;)",,13857342,19170,797,United States,0,3
914,sexism,".@robscragga Start a Paetron.  Unless you are in UK, then you can claim disability.",,2756873076,1796,1857,,1,0
915,none,"@Cloud_People @JackLeeHi @mi_l_l_ions Thanks Evan, nice source.",,930620467,19820,258,,0,1
916,none,The best part about Twitter is seeing the same tired misogynist joke 60x in a row with authors acting like they're fucking Mark Twain.,,930620467,19819,258,,7,9
917,none,RT @Erin_Reimer: In what world would you not be disappointed with that? #MKR,MKR,52374272,552,98,,2,0
918,none,Yreka: still alive,,13857342,19172,797,United States,0,6
919,none,"RT @shanley: They have been testing/perfecting a terrorism formula to ruin target's lives, attempt to get them murdered or drive them to ki…",,13857342,19172,797,,69,0
920,none,Ive missed gay lloyd.. #MKR,MKR,768978024,24,47,Australia,0,0
921,none,"@girlziplocked @nitin @MaryTrigiani  YUPP. when a dude uses the word shrill, you know he's not even worth talking to.",,13857342,19172,797,,0,1
922,none,The sweetest love story. A FreeBSDGirl and her coffee maker. http://t.co/b6wu4eN7V0,,13857342,19172,797,,2,15
923,none,"*sees Mother Jones article titled ""Feminism needs men""* *laughs* *closes tab* *smashes window*",,930620467,19820,258,,2,7
924,none,"Hope you do okay XD
Looks like youll do good
Darn I want a lemon tart now :/ #killerblondes #MKR",killerblondes,2215072818,3,0,,7,10
925,none,@elplatt i'm mostly pondering a few startup incubators that are now accepting non-profit applications.,,13857342,19170,797,,0,1
926,sexism,.@tim_geelen @eaballesty Not true.  Feminism is also about getting free stuff and using benevolent sexism/chivalry to their advantage.,,2756873076,1796,1858,,0,1
927,none,RT @fee_bee_63: What a surprise. mess on a plate #MKR,MKR,545159350,14,0,,2,0
928,none,"oooo. Almost forgot, need to submit to CFP for #osbridge. :)",osbridge,13857342,19170,797,,0,0
929,none,Ironic sexism is still sexism. It reinforces negative stereotypes by repeating them just one more time for the popular consciousness.,,930620467,19819,258,,5,4
930,none,"@smtvic I believe another nice Irish expression would be Colin is a ""fecking eejit"". #MKR",MKR,112959280,246,258,,0,0
931,none,@granalberto awwww. &lt;3,,13857342,19170,797,,0,1
932,sexism,jus gonna say it...again....DUMB BITCH! #MKR,MKR,2587278392,480,0,,0,0
933,none,"@ThelmaSleaze ...such as crafts (needlepoint, sewing, knitting) or gymnastics, where women typically outperform men.",,930620467,19819,258,,0,0
934,none,RT @LynneMcGranger: #mkr what are the chances of the safe teams strategically marking UP the #blondebutchers ?? I'd put my chicken's livers…,mkr,2359256119,219,706,,2,0
935,none,@ThatSabineGirl @MeLectable and then she kept sending all these weird threats my way. Like wicked witch of the west style.,,13857342,19170,797,United States,0,1
936,none,Really Annie a pony? How can it fit in there? #MKR,MKR,103838251,97,224,,1,0
937,sexism,RT @RykerDomz When a woman gets in a wreck I'm not surprised. #notsexist,notsexist,930620467,19820,258,,0,0
938,none,@ADovichi lunch is prob busy :P might be able to do breakfast,,13857342,19170,797,,0,0
939,none,@shootshareeat @mykitchenrules No. It's obvious the producers want some volatile action between the women for ratings. #MKR,MKR,162266849,474,502,,0,0
940,none,"Motion to replace ""he's just not that into you"" with ""you deserve better,"" ""dump his ass,"" or ""wow, he's a shitty fuckwad""",,930620467,19820,258,,3,8
941,none,"RT @G__Syd: No, honey, you can't win this competition #mkr",mkr,590023803,204,879,,1,0
942,none,Ash and Camilla are growing on me #MKR well done 👏,MKR,177134723,659,1447,,0,0
943,none,RT @rsthau: Thought it was odd that #stopWadhwa2015 implied an annual event. Then I read the guy's tweets. Oy...,stopWadhwa2015,13857342,19172,797,,2,0
944,sexism,@ange_wilson @henryivpartii I mean otherwise we would be on #mkr or the like fapping on about how sassily fantabulous we are #simplygorge,mkr,1405309777,1908,3825,,0,1
945,none,@sweharris @comattwow this. blocklist doesn't look at all at what you say...,,13857342,19172,797,United States,0,0
946,none,@HitlersBirthday also are you for real hey twitter there are real nazis on here get that shit outta here thxbai,,930620467,19820,258,,0,0
947,sexism,"SO HILARIOUS U WRITE UR OWN MATERIAL? @JesseElJefe A lot of ppl call me sexist. But those ppl are women, and their opinions don't matter.",,930620467,19819,258,,0,0
948,none,RT @australiacamper: Some yummy camping food on #mkr tonight! And some not so good food.,mkr,82785951,1443,1755,,1,0
949,none,"SWF looking for long walks on the beach with a lightweight NoSQL/kv store. must have good ruby libs, serverless à la SQLite would be a plus.",,13857342,19170,797,,1,14
950,none,this isn't just gamergate this isn't just gamergate this isn't just gamergate this is a more obvious version of what already happens,,13857342,19170,797,United States,3,21
951,none,Kat &amp; Andre you ONLY got through tonight because of your scoring. Why smile? Means u can't cook u have to cheat. Sad. #mkr,mkr,22436706,100,331,,2,3
952,none,That's really low.  #MKR,MKR,39031633,13,194,,0,0
953,none,"If Sheri and Emilie go home, im not watching the show anymore :( #mkr",mkr,2797371979,35,356,,0,1
954,sexism,"RT @uzairjaat I'm not sexist but women and men are just different they can't be same, I'm not saying that men are superior but yeehh",,930620467,19819,258,,0,0
955,none,"Honestly fucking dudes think sports have the most complicated, important sets of rules on the planet. Try neuroscience, geniuses.",,930620467,19820,258,,1,2
956,sexism,RT @damong__ I'm not sexist. But fuck marvel for disrespecting Thor like that,,930620467,19819,258,,0,0
957,none,RT @LynneMcGranger: #MKR ooooooh C'mon #blondebutchers ! Livers crossed!! :),MKR,433234855,840,1553,,3,0
958,none,"Meanwhile, the week one contestants have married, divorced, bought and sold houses.... #mkr",mkr,82184658,715,2699,,0,0
959,sexism,RT @LordMafffsss: @NigerianNytmare but he's a dude though. I'm not sexist but I tend to affiliate with the male characters. Majority of com…,,930620467,19819,258,,1,0
960,none,"Frankly, it's a little irritating to see some guy with a huge following come along and say ""I'm gonna do stuff!"" and then... do nothing.",,13857342,19172,797,United States,2,9
961,none,Last of the day &amp; our #PickOfTheYard hopes rest with Sistine Demon in the @mykitchenrules Stakes #MKR #SuperSaturday http://t.co/nfSo8ghJ00,PickOfTheYard,1523549617,36662,5141,,3,0
962,none,"The number of emails attributing my RTs of WoC/racial issues to ""spoiled white girl guilt"" is now greater than 0.",,13857342,19170,797,,3,9
963,none,@ConorPonting That's possibly the most laughably poorly executed thought I've read today.,,930620467,19820,258,,0,0
964,sexism,"""Females"" and ""guys."" @AwkwardEP I'm not sexist but a lot of females lack true logic sometimes. A lot of guys are just dumb though.",,930620467,19820,258,,0,0
965,none,"@Spacekatgal yo, we should use this. Maybe I should say I dislike your game?",,13857342,19172,797,United States,0,11
966,none,Nothing better than getting @rgay 's Bad Feminist for xmas in front of my uber Catholic grandma and insufferably sexist uncle.,,930620467,19819,258,,0,3
967,sexism,"RT @Masterbatker: ""They have to concentrate in the 2nd half of this half"". Wise words from our female commentator.",,930620467,19819,258,,1,0
968,none,"@SlaunchaMan interesting, tho, that it still found most of them.",,13857342,19172,797,,0,0
969,none,@deathofrats01 yup! probably a mix of some sort. he's from the shelter. :),,13857342,19172,797,,0,1
970,none,"@MikeDePasquale2 wins the ""Wow, I Don't Even Know What That Was Supposed to Be"" award of the day.",,930620467,19820,258,,0,0
971,none,"RT @theheraldsun: Viewers turning on #MKR Perth pair Kat and Andre for their desperate strategic scoring 
http://t.co/8wy70CWmiN http://t.c…",MKR,2675563262,327,448,,4,0
972,sexism,@cazzapuppy Are men not human?  Do they deserve #EqualRights?,EqualRights,2756873076,1796,1858,,0,0
973,sexism,@ILivUndrUrBed @CarolynnEva No.,,2756873076,1796,1857,,0,0
974,none,"@KirinDave I was only able to afford it because I had to RMA another monitor. Sadly, tech toys are now out of my budget.",,13857342,19172,797,United States,0,0
975,sexism,"RT @jamiecowan92: @frankthewank1 they don't even know what they want, then they say things like ""it's a woman's prerogative to change her m…",,930620467,19820,258,,1,0
976,none,"I appreciate all of the emails regarding the domain WHOIS info, but rest assured, this was deliberate.",,13857342,19170,797,United States,1,8
977,none,RT @ComposerDavid: @freebsdgirl I'm not entirely sure I agree with you there.,,13857342,19170,797,,1,0
978,none,THE HUNGER GAMES! #mkr,mkr,52374272,552,98,,1,0
979,sexism,BACK AT YOU DOUCHE @GrindMode407 Mannnn I'm not sexist but if you a female &amp; you can't cook #KillYaSelf,KillYaSelf,930620467,19820,258,,0,0
980,none,@RealDackFayden @twitter I can bring that up.,,13857342,19172,797,,0,1
981,sexism,RT @LOTRQuotes69: Women are stupid. Fuck 'em then leave 'em. If you want to be intelligent hang out with men. #SorryNotSorry #NotSexist #So…,SorryNotSorry,930620467,19820,258,,1,0
982,none,@Quinnae_Moon @KaitlynBurnell it did feel like there wasn't much point to it other than ratings. a quick win based on current controversy.,,13857342,19170,797,United States,0,2
983,none,@asciibear @TheQuinnspiracy MAKE ME,,13857342,19170,797,,0,2
984,none,Not really a fan of #katieandnikki but would've rather they stayed than #katandandre #mkr,katieandnikki,2570427830,58,1022,,1,1
985,none,@Ruderzz no worries. i block quickly from my facebook - the notifications go to my phone (unlike twitter). but always willing to unblock.,,13857342,19170,797,,0,0
986,none,"RT @tigernessie: Here's a suggestion, let's make Manu and Colin the main judges for the show! #MKR",MKR,2969344940,0,0,,2,0
987,sexism,RT @ImAnotherVoice: @Dezzantibus @MT8_9 @theesadiemarie and we still get payed equally. That stupid myth bothers me to no end because there…,,2756873076,1796,1858,,1,0
