,id,text,geo,description,likes,retweet_counts,lang
1750,1575187988472295424,"@BackMjd Sure, but I'm naturally built like a bodybuilder &amp; towering tall,, and those bullies all got beat up while classmates were cheering. 
Be a bully and cry for help while getting beat up, give me a break, they must have been little democrats😂",,"IFB
#WheresHuntersLaptop 
#DefundLobbyists 
#BanLiberalism
#JailHillary
#JoeBrandonEconomics 
#FireShiftySchiff",1,0,en
1751,1575187987842801665,@_FaridKhan Home series bully 🤡🤣,"Mumbai, India",हरे कृष्णा।। 💙💫,1,0,en
1752,1575187985057783808,RT @AvA4Bleue: @DanRather @JamesFLoveIV Except Pres Biden is not a petulant bully who abuses his power like #DeathSantis. Pres Biden is foc…,East Coast America,Author Of The Prayer Prescription Series. Nurse for four decades. #Bernie2020 #MedicareForAll #TeamFetterman,0,39,en
1753,1575187981488783360,@fishfinn2204 Wow thanks finn😂😂😂😂😂and no I would not bully you,,"matching pfps with @tixiqofthelight
Tmnt fan😍
19
all pronouns
2018 Leo&Donnie kinnie
bayverse Raph kinnie
non binary/pansexual
tcesters/proships DNI!",1,0,en
1754,1575187979097632768,@aimseytwo I'd bully you but I'm jealous you're there 💀,"20, she/her, chatboo ^^",it rhymes with panini  ^-^  former streamer in her no internet era,3,0,en
1755,1575187964069826560,RT @Bully2Info: GTA 6 is cool but Bully 2 would have been more cool. Just sayin @RockstarGames,"melbourne, australia","Gay Redhead 🌈 Toy collector / retail assistant. Aliens, Nivanfield and Perciver fan. Him / He. NSFW. 18 + 2 follow thanks 😊 . Profile pic by @nerodsi",0,291,en
1756,1575187944075563008,RT @theSnyderKnight: Bully Maguire in Mario Kart Wii https://t.co/i5MTE1clkp,"Madrid, Spain",Ingeniería en Tecnologías Industriales - UPM. 📚Fotógrafo @saettonedits 📷,0,35654,en
1757,1575187937444401152,"RT @RGAMeyer: A short anecdote.
The usual narrative of “Ruona is difficult, is an angry black woman, is a bully…etc” started for things lik…",,,0,13,en
1758,1575187935041040384,A veces solo necesitas un Bully gordito con patitas olor a cheeto y seguir,,Intento de adulta responsable.,0,0,es
1759,1575187930070405120,RT @HIGHOFFSELENUR: and who the fuck didn’t defend her?? this is a viral video from Selena’s IG live where she’s telling all of us not to b…,,,0,39,en
1760,1575187923552829443,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…",,,0,2955,en
1761,1575187916850352130,If only people know how many people bully #Mileapo online so fan accounts who help #disable #trolls are needed https://t.co/UdLG8VXxw8,A Whole New World in New York,"Youtuber, BLACKLIVESMATTER, Actress,Singer, Brand Ambassador Song-Writer,Entertainer, Asian Entertainment. https://t.co/2orpsauuAs",0,0,en
1762,1575187902887346178,j’suis une bully à la retraite faut arrêter de me chauffer le crâne,,,0,0,fr
1763,1575187867592433664,"RT @trkataria: @taran_adarsh Completely BOYCOTT  Bully, Bhaand, Gutter, Khan, Daud, Nashedi, Fasaadi &amp; Urdu WOOD forever. 🚩
#Justice4SSR 
#…","Bihar, India",Truth will always triumphs,0,2,en
1764,1575187857659944961,RT @RichfieldElem: Zahands Martial Arts in PE class with the Bully Buster Program! @prtyov5 https://t.co/SXNNtNcCY5,United States,Allegany County Special Olympics Athlete Bowling Bocce Basketball Flag Football Karate @ Kick Masters Karate Student 🥋 A Keyser Tornado Fan 🏈 Sentinels Fan 🏈,0,1,en
1765,1575187849120710656,RT @Bully2Info: Imagine in an alternate universe we would be seeing Bully 2 gameplay leaks instead of GTA 6. Damn I wish I was in that alte…,"melbourne, australia","Gay Redhead 🌈 Toy collector / retail assistant. Aliens, Nivanfield and Perciver fan. Him / He. NSFW. 18 + 2 follow thanks 😊 . Profile pic by @nerodsi",0,57,en
1766,1575187824063545344,"@Iemsbian @guZildes @HyperSonicPika @blobbynfriends Ooooh should I point out that you’re little more than a playground bully yelling slurs at people,  or that I’m on the autism spectrum and can have trouble telling when people are being sarcastic on the internet.  Oh well no way to do both.  Also the reply code is “cabbage”.","Ohio, USA","Gamer, otaku, nerd, anarchist. Biromantic Asexual.(She/They) I shitpost and get angry over politics.",0,0,en
1767,1575187819114663936,Ten and Doyoung be like: 2 faggies 2 faggies no puss,,,0,0,en
1768,1575187770867613697,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…",,"Animals, NFT",0,2955,en
1769,1575187763997315075,"RT @PSLdc: Youngkin is a cowardly bigot that thinks he can bully the youth into the closet!

When they say go back we say fight back! Young…","Anchorage, AK","A revolutionary socialist organization in Alaska 🚩
We need your help to build the movement for socialism ⤵️",0,33,en
1770,1575187756375937025,@myungsoobomin_ Biggest bully of the year goes to,she/her . rere's ,Étermellement jeumes,0,0,en
1771,1575187753507033089,RT @theSnyderKnight: Bully Maguire in Mario Kart Wii https://t.co/i5MTE1clkp,,,0,35654,en
1772,1575187750755901441,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…",she/her 🌻,"just a nerd with too many thoughts and feelings ✌️ 

          BLM 🤎 pro choice 💗 love is love 🌈",0,265,en
1773,1575187710918414336,RT @GBBranstetter: Grown adults being very upset the students of Virginia aren't going along with their plan to bully the students of Virgi…,"Houston, TX",click the link in my bio for a comprehensive list as to why you should vote for BETO in the TX elections,0,288,en
1774,1575187710859366400,"@Izze1122 I’m like that with mastif &amp; bully breeds. I break out in crazy itchy hives from their saliva. But when you work with dogs, you gotta give all of them the loves.",United States,"I’m a self taught artist, lover of all animals & I also suffer with PTSD. #PTSD #survivor #doglady #artist #myjourney",1,0,en
1775,1575187700725915648,@drwsplnd Try bully beef if you can both deal with spice 😍,"Liverpool, England","Gay Scientist - I make macrocycles (big things) in tiny tubes. Contains a mix of LGBTQ+ rights, BLM, Science, general angst, and RTs of resources (He/They)",0,0,en
1776,1575187683042680832,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","Auckland, New Zealand",#Aotearoa #NZ,0,30,en
1777,1575187667750334464,@SteveDescano @GlennYoungkin Bully? The same rules apply to everyone. The people demanding  different rules are doing the bullying.,"Washington, DC",,0,0,en
1778,1575187642890977280,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…",England,Unlabelled,0,113,en
1779,1575187611794038784,@amailiina Tbh my friends bully me a lot so I wouldn’t be uncomfortable abt it lmao :D,ur mom,brain empty (he/him),1,0,en
1780,1575187605507149824,@blackroseimmort El bully de la high school,,42 años en la faz de la tierra.... fútbol y rock,0,0,en
1781,1575187591883735042,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…","Perth, Western Australia",,0,113,en
1782,1575187578159976448,@PapaBearsTweets @MedicatedWP idk seems like a sensible bully would take the present value of a princeling wedgie over some beheading far in the future,,Flavor Engineer at LaCroix International,1,0,en
1783,1575187574490300416,"@ItsMrMF @FilmstudyRavens That’s easy, that’s what jets did most of the game. Under center and PA to the CB side. Creates Run/Pass conflict and keep 2TE’s abs no FB on those plays. I would put Mark in motion to identify his shade and in run plays bully his DB until they change out if it",Everywhere&Nowhere,"Educated M.O.C Who isn’t for the B.S Pragmatic,Realist,Army Vet of 2 Wars World&PoliticalSavage #LeadFollowOrGetOfTheWay #RavensFlock",1,0,en
1784,1575187559441133568,Zahands Martial Arts in PE class with the Bully Buster Program! @prtyov5 https://t.co/SXNNtNcCY5,"Richfield, Ohio",Richfield Elementary (formally known as Hillcrest) grades PK-2 in the Revere Local School District. There are over 540 students. #RESLeads #itallstartshere,4,1,en
1785,1575187553698779136,@alloverbtr Your family should’ve been your priority this whole time and not bully someone because they asked for one simple thing,"Ohio, USA",,1,0,en
1786,1575187536674029568,"@DamienNightwing @naughtyamerica Also videos drops like every 2-3 weeks, word ""bully"" in the name was the point of series - stories about bully and blackmailing , thundercock sounds like some super hero shit I don't like.",,Adult industry 🔞 and gaming⭐️,0,0,en
1787,1575187508920389632,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…",,,0,2955,en
1788,1575187506471075840,RT @AvA4Bleue: @DanRather @JamesFLoveIV Except Pres Biden is not a petulant bully who abuses his power like #DeathSantis. Pres Biden is foc…,,,0,39,en
1789,1575187500301111296,@dnf0328 You can encourage yourself and motivate yourself to do better without being your own bully.,,Arting for 30+ years so far!,1,0,en
1790,1575187463441727495,"A short anecdote.
The usual narrative of “Ruona is difficult, is an angry black woman, is a bully…etc” started for things like…👇🏾
When we were filming Sweet Sweet Codeine, Charlie Northcott filmed a pile of poo. Actual human shit. 💩
No problem. It’s in the shot, right? But…","Trier, Germany","Independent Media & DEI Consultant | PhD ongoing | 🇳🇬-🇩🇪 | Nigeria's 1st Emmy Nominee 2019 | In @BBC, @FT @Reuters etc ... https://t.co/yOzfwzdoBn",38,13,en
1791,1575187447834890240,"@HouseBeautiful @XanderZoe3 Don't forget Liar, bully  race baiter, gaslighting hypocrite",,Be Kind. People will always remember how you made them feel - Maya Angelou,1,0,en
1792,1575187434283073538,We are watching @DogsTrust @RSPCA_official DO NOT LET THEM BULLY YOU INTO BACKING DOWN!!! https://t.co/Amni6Ja2U0,London,,0,0,en
1793,1575187410299731968,@Marwilson says a bully. #MeghanMarkleBulliedCharlotte #meghanmarkleisabully #meghanmarklebullieschildren,Where I feel comfortable,"A Confident Conservative woman, staying true to herself and standing for what's Right. Not what's popular. Goofy and intellectual 🔥let's start brainstorming!",5,0,en
1794,1575187394089091075,"RT @MotherSquid: @IdaColl_11 @Laurieluvsmolly So true. That's a matter of civility, morality, dignity. Something America has sorely lacked…",Washington State,"I love my 3 rescued dogs, I’m proud that I vote Blue. . DM me, I will blocked you. I hate Trump and his crazy cults. He’s a traitor!!!",0,2,en
1795,1575187367534755840,"@jordanpeterson I take it back you can talk about the climate sure I am not going to bully you but just, absolute catastrophy and the complete fall of civilization is a possibility don't just downplay the seriousness out of wishfull disagreeing","Delft, Earth surface, Sol","#JelteSjoerd The man, the myth, the motherfucking fuck up but i am working on it ok?!! Bachelorstudent of maths&physics that raps, writes and might make a game",0,0,en
1796,1575187362082177031,"@politicalmablog @SisterWendy76 @Martina @el_nagashi @cathydevine56 @EuroLesbianCon Yes. You’re not able to answer any questions and you jumped in to call lesbians ‘TERFs’

We know a homophobic bully when we see one",,Rebelliously homosexual. Mermaids are a homophobic hate group.,2,0,en
1797,1575187331555872768,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…",,"Politica, contemplator, former artist, sometime writer & linguist, friend, wife, sister, mother.",0,30,en
1798,1575187330411139072,RT @Bharati09: A neighbour used to let their Pitbull on d road minus a leash. My other neighbours househelp struggles to control a growling…,India,"Trained Wildlife Biologist, working for conservation of biodiversity per se. Biodiversity of Thar Desert. Ungulates, Small Carnivores, Bats, Urban Biodiversity",0,3,en
1799,1575187325671178241,@OrizonValorant @BeeXGG @TENSTARGG @PinkalieVLR @_Lirilia @Bully_Nelo @TEAM_N1MP @cataLina_csgo @Luzia_CSGO @JustPurii @Xalinnne Nelo chez rix ?,,"YT : https://t.co/b6IY9i4VJ7

Twitch : https://t.co/jrCqZwBXmN",0,0,fr
1800,1575187312610541568,moeen ali taking revenge for how much we bully the uk pakis,isb,he/they | 21,3,0,en
1801,1575187296684769280,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","Wellington Central, Wellington City",,0,30,en
1802,1575187294012710912,RT @theSnyderKnight: Bully Maguire  fights Homelander https://t.co/nKTF33wX1j,Puerto Rico,,0,7415,en
1803,1575187264040321026,"@Jhoalys Jajajaja, siento que es la típica bully que quiere ir de buena y no 🥱🥱 Y bueno, eso tiene más sentido; quizás Floricienta se quedó en alguna parte de mi subconsciente y sale cada tanto así??? jajajaj",País de la ausencia,"Leo, hablo, escribo, amo mucho, y soy una pragmática idealista de primera. Trabajo en comunicaciones y vivo en una Divina Fortuna. Mem Jet Yud.",2,0,es
1804,1575187255563632642,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",English & Proud - lives in NI ,,0,817,en
1805,1575187249100390400,"@KwikWarren He's 'evil Bert', the anti-Sesame Street kid, the bully, the braggart, the doer of bad things, all the time??",,,0,0,en
1806,1575187241810665473,"New Bully 2 leaks!? A Star Wars game every 6 months?! &amp; The Last Airbender game listing found on gamefly!

https://t.co/DB17eniS4O

#gaming #gamenews #gameleaks #YouTuber #GTA6 #bully2 #RockstarGames #StarWars #lastairbender #gamedev #disney #videogames #GTAOnline",,A gamer enthusiast,0,0,en
1807,1575187206335246341,@PhilMphela @ThusoMbedu @TonightHere @TonightHere 🇿🇦 🔥🔥🔥,,under Godstruction🙏🏽...Billionaire under Construction💰...A human busy being🧘🏽‍♀️...let's talk Property🏘…American Bully Breeder🐶,0,0,und
1808,1575187190178381829,RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du,"Toronto, Arizona",Founder of OneLegacy Sports Management,0,20,en
1809,1575187175913951235,"RT @Pooja33719735: Prince George seems like an adorable and fairly shy kid 💙

It really doesn't sound like a comment he would make, unless…",Saskatchewan 🇨🇦,,0,113,en
1810,1575187161871134721,@Bellagio_bound @rec777777 @MattDrayton_BE @trussliz @BBCNews @johnredwood @faisalislam It isn't. It's saying that to prevent being bullied we should join the bully's gang. No chance. Put systems in place to win the fight.,England,"Ardent Brexiteer, staunch Tory, love the mighty Spurs. Hate biased BBC and ScumMedia. Support Israel🇮🇱 and Ukraine 🇺🇦",0,0,en
1811,1575187151553449985,"@VikingHippie82 @LibertyUnltd @BeauTFC I like to fight for the underdogs not the bully murdering people just to steal their lunch money 
🤷🏽‍♂️
https://t.co/xpZsJ9KOGe https://t.co/fp2vSmQAsx","Marysville, WA",Activist for single-payer healthcare,0,0,en
1812,1575187150546829312,RT @DragonflyJonez: Remember when folks were saying Zion wasn't gonna be able to bully grown ass men in the NBA then he went out and averag…,"Los Angeles, CA",🌴⚜️🌴,0,200,en
1813,1575187143039029248,ยังไงก็เหอะ cyber bully เป็นอะไรที่คนเจอกันเยอะมาก แต่ก็ยังมองข้ามกันถึงแม้จะมีรณรงค์ไปก่อนหน้านี้ แต่แบบ คนที่เขาโดนจนรู้สึกชีวิตตกต่ำจริงๆมันแบบ มันเหี้ยอะ มันฝังใจต่อให้จะเป็นเรื่องที่คนอื่นมองว่าเล็กน้อยก็ตาม จะแบบไหนก็เหี้ยอยู่ดีจะเรื่องอะไรก็เหี้ยทั้งหมด,,,0,0,th
1814,1575187141692313601,RT @LATechHoops: Bully Ball coming to Big Memphis 〽️ https://t.co/rSLEs3E6du,"Port Arthur, TX/THE TRILL",R.I.P Pimp C!!! UGK 4 LIFE/JETSxTGOD sc:ugkbuck ig:2049buck,0,20,en
1815,1575187137854844928,A bully of a nation 'allies' would love to see the back of. No pretence whatsoever. https://t.co/pWVJ4A74uK,"Minna, Kaduna ",Islam| @Arsenal| Admin/HR ~Public Health| Rice Farmer,0,0,en
1816,1575187128585273353,RT @Canellelabelle: @EugeniaKulaAmey When meghan provides proof of who call her child the N word or discuss his skin color or was ever raci…,,,0,4,en
1817,1575187123556450304,@Sunkanmii_ What about younger siblings who bully older siblings? Do they have to become better and adhere to the same standard or is this another occasion of the elder siblings being forced to put up with shit again and again just because they’re a few years older,,🎶you need everyone’s eyes just to feel seen🎶  she/xe,0,0,en
1818,1575187117835448320,@Evennd2 I’m no bully I’m kind,,latina mami🍑😋|| let me ruin your life 💋|| cashapp; abbycakesz pay up piggy’s🐽,0,0,en
1819,1575187108129546242,@GinnyLoveday Bully.,,I am a man who will speak his mind with no filter. Follow at your own discretion. Dwarven Dungeon Master #PeakDwarvenPerformance,1,0,en
1820,1575187088978296833,"RT @ShinnokiNFT: TOSHIRO:

A typical bully, he threatened those who were weaker and kept them in fear, considering brute force as a solutio…",,NFTDEGEN,0,2955,en
1821,1575187068388401152,"@userGr1an @FriskSomEnFisk_ you are a dead man
when i get back home i’m gonna relentlessly bully you and you won’t have time to register it /j",,ga,2,0,en
1822,1575187057181601793,@coreyiguess i have ppl in my class who bully me bcs i like dream 💀,they/them | sb to unf ,heart me daddy ;),1,0,en
1823,1575187042728026113,he likes to bully me for sounding country everyday https://t.co/8RU3D37Avb,"Texas, USA",✉︎ hello@tejamaechele.com • the wig lady • muva aries • she/her,5,0,en
1824,1575187033731244032,Doyoung is always pushing his dirty content in every NCT activity I hate this faggot,,,0,0,en
1825,1575187031613120514,"RT @mydaoying960201: @Tenisbabie so he can’t joke around with your fave, but your fave can joke around with him. Is he an object for people…","' ㅡ ♡ nct ot 23 , aespa ot 4 )",กร้าก tenleedeeteesud *0*,0,17,en
1826,1575187023182573569,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…","Three Kings, Auckland","Army Vet , ex corporate,now know-all cabbie, politics follower , sports nut, once a golfer, right of centre, livesin Auckland but a Manawatu boy at heart",0,30,en
1827,1575187018786942976,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",UK,Wife. Mom. Love to travel. Brexiteer. Conservative🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 #BackBoris #TrustTruss #NeverLabour,0,817,en
1828,1575187003544858625,"RT @HARDEYRHEMMYMo1: Dear Progressives, 

This Morning we begin the next phase of our journey to the Villa. Be assured God is with us. They…",nigeria,what do u want to know?,0,3,en
1829,1575186996741705728,"@MMAFighting @KChimaev @ColbyCovMMA Kumshot is a clown. If he doesnt make 170 this time, colby shouldnt fight this weight bully at catchweight. Ducking paulo hard","Sexi, Peru","Non

gaynshin",0,0,en
1830,1575186981352448000,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…",France,"Who does the malin falls in the ravin • nico di angelo era •
they/them, 23 • genderfluid-ace / RT HEAVY!! not safe for minors •
 • header starsleeps",0,265,en
1831,1575186978907095041,@PhilMphela @ThusoMbedu @TonightHere 🔥🔥🔥,,under Godstruction🙏🏽...Billionaire under Construction💰...A human busy being🧘🏽‍♀️...let's talk Property🏘…American Bully Breeder🐶,0,0,und
1832,1575186978630664192,@HumbleGardener9 Shut up Flora. What have you done ? Ask yourself that you bully,MIND YOURS,Just for fun!,0,0,en
1833,1575186962029285379,@EugeniaKulaAmey When meghan provides proof of who call her child the N word or discuss his skin color or was ever racist to her or that she didnt bully staff or that there was a fire in south africa or that she got married 2 days prior or that she didnt know about the RF or that..🤡 Got it?,Where I feel comfortable,"A Confident Conservative woman, staying true to herself and standing for what's Right. Not what's popular. Goofy and intellectual 🔥let's start brainstorming!",37,4,en
1834,1575186957944209423,"We have some great news! Bully Beacon has been nominated for a ‘Best New Business’ Award! 🎉

The Women’s Business Awards celebrate the achievements of new &amp; established businesses, praising excellence in female entrepreneurs.

Read more&gt; https://t.co/gvGQTOV9W7 

#WBAwards2022 https://t.co/lWc8tJOIRV",Worcestershire,Personal security tech that bites back against bullies. Providing info so that we can all make a stand against bullying. #worcestershire,1,1,en
1835,1575186943360798720,"RT @RapMais: Bully 2 está sendo desenvolvido pela Rockstar, aponta vazamento de hackers - https://t.co/fl8s34kxhX https://t.co/GICiGayOXc"," Ipatinga, Brasil ©®","⚫⚪ @atletico |
Tec. Mecânico 🎓 | Eng. Mecânica 3/10 📚",0,67,es
1836,1575186939267121152,RT @GadScylla: My family were the only people to ever successfully bully me lol,🇹🇹,- Formerly jwiddilococo,0,8,en
1837,1575186935584559105,"@jank0hrask0 @Merowig @DAlperovitch If you were a crazy person, maybe ""Here is a little threat to show you how far I'm willing to go unless you back down."" Classic bully.",1(800)PP51DOODOO,Some a little lovin' - fye ya oh,1,0,en
1838,1575186924834557953,"RT @Suitandtie9999: Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act…",New Zealand,,0,30,en
1839,1575186918983159808,"@KielyforOregon I agree, I was between Tina &amp; Betsy until debate last night. Betsy was a bully &amp; not sure what she is for!  Tina looked in the camera and talked to the people, she stayed calm and sounded smart, Christine kept lying and said OREGONS WOMENS RIGHTS ARE EXTREME!!  #VoteTina",PNW,#RightMatters #CharacterMatters #TellingTheTruthMatters #BeingAGoodPersonMatters  #VoteDem #FightForHumanRights TrumpHumpers will be blocked immediately!  NoDMs,3,0,en
1840,1575186915275706368,@cyclecollective As a father you should not abandon your children and let them bully others in the middle of the night.,"Oss, Nederland","Allround IT guy. Likes #Cycling, #Travel, #Soccer, #History and #Genealogy",0,0,en
1841,1575186908145078272,"@taran_adarsh Completely BOYCOTT  Bully, Bhaand, Gutter, Khan, Daud, Nashedi, Fasaadi &amp; Urdu WOOD forever. 🚩
#Justice4SSR 
#BoycottBollywood
#BoycottVikramVedha","Gurgaon, India","#NOTA for coward Abbas_Modi in 2024. 😡
YOGI is d last hope, if he fails us, Civil War is written on d wall. Be prepared ⚔️ #Kshatriya #Atheist",3,2,en
1842,1575186901413134336,"RT @dayoisrael: Dear Progressives, this Morning we begin the next phase of our journey to the Villa. Be assured God is with us. They will a…",nigeria,God. Family. Arsenal. Olamide. Laycon.,0,578,en
1843,1575186884866674690,@anders_aslund Very well said! Don’t give in to the bully - bullies only understand power pushback!,"Palo Alto, CA",Software Developer,1,0,en
1844,1575186877115551745,@Invisibl3_Bully @NAJINEEDITALL Lmaooo,Somewhere,A Famous Nobody/ IG: dominican_ro,0,0,ht
1845,1575186827706654720,"Ardern literally sat by and allowed one of her Ministers to bully a female MP about her race. 
The PM’s failure to act swiftly and decisively reinforces the general consensus she has little to no control or influence over the Māori cacus.",New Zealand,"Social commentary, politics and whatever else I find interesting or ridiculous.",159,30,en
1846,1575186814083670023,"@BlokeOnWheels He isn’t going anywhere, I’ve been listening to a number of podcasts and the view is he cares little about what most people think and he is purely ideological and his answer to anyone questioning his policy is “don’t be ridiculous”, he also sounds like a bully.",,"Labour, Trade Union & NHS supporter 💙 Feminist, anti racist, #FBPE 🇪🇺LFC fan, if we must have a ‘King of the World’ let it be Jurgen Klopp. #DisabilityRights",0,0,en
1847,1575186810518392832,"@sisui_66_ All bullyはいいぞ🥰🥳
全モードをがんばることで、自然とポゴがうまくなって自信がみなぎる　明日のレジェンド試験楽しみにしてます！🏃🧐👑",,"気ままにポゴやらのゲームで遊んでる人
６４３番目のポゴマス　２３１番目のポゴレジェンド
ポゴ開始は２０２１年１０月
SNS引きこもりなので登録してから全然使ってませんでした
これからは配信通知などに使っていきます～",0,0,ja
1848,1575186778323300352,Young Racks - Back On Bully by Young Racks on #SoundCloud https://t.co/BrvPOoX1cg,Somewhere Getting To A Bag 💰,,1,1,en
1849,1575186770559668224,"เถียงกับอินเต้อเหนื่อยพอๆกับจีนโตกันมาคนละเค้าเจ้อ คนละสภาวะ ตอนนี้เรื่องไปไกลจนถึง shaming, bully  and etc ละแต่เซ่นจะขุดเรื่องนี้จริงหรอ ยับเลยนะ เรื่องสีผิว เค้าเจ้อ ยังไม่เคลียร์เลยสักประเด็น",Thailand,|SUJU Only13+2 I GOT7 IGOT7 | nct & wayv| #10vely | มีตัวอย่างเข้ามาวันพุธจะตรวจ afla เสร็จวันศุกร์ไม่ได้ let me check on the บอดดดดดด,0,0,th
1850,1575186741199523840,@foodbad69 this doesn't sound that bad but it was rlly bad . she got me suspended for smthng i didn't do and there was a lot more but ya . a psychologist and psychiatrist both determined that this bully thing is the root of alllll of my mental health problems lmfaooo,she they 17 edtwt,🤣🤣🤣🤣🤣🤣🤣,3,0,en
1851,1575186734962610178,@Godspeed_prime bully maguire https://t.co/fKG98YteLY,,"We need bully maguire in multiversus.
He/him
Multiversus username: AlwaysSunny85
YouTube channel: OpenEmotion (I don’t post lol) 
Feel free to message me :)",2,0,en
1852,1575186719288066050,"RT @TalwaiSarita: #haikufeels #inferior
Cleverly hiding
His inferiority
The bully at school.",Toronto/Oslo,Translator and Writer. (She/Her/Hun/Lei) Language-obsessed nature-lover and really annoying fact checker. Compulsive rhymesmith.  #binders #haiku #fiction,0,1,en
1853,1575186704238903297,"RT @MinaMahalBBW: My latest @Curvage1 clip is out now! 
YOUR BULLY HUMILIATES YOUR GAIN WHILE PLEASURING YOU 🖐️
https://t.co/dAuChCuF2q htt…","San Francisco, CA",Curvy women are great and we think you will agree! No nudity here just daily pics of sexy #Curvy #Women. visit our website https://t.co/llRA5HoHoC #Curvage,0,9,en
1854,1575186698899951618,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",Portsmouth,"Mum of four grown sons and three cute dogs!
From Portsmouth.
If you can't beat them, try harder. 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿",0,817,en
1855,1575186687591751680,"@742Sports @KCosta_41 That would be a good defense of Kevin, if all he did was disagree with sports opinions… but he doesn’t. 

He’s a bully and goes after people constantly.

He’s getting a taste of his own medicine and he doesn’t like it.",,,0,0,en
1856,1575186661058793472,"Nice bully😂I was the best in 1500 metres race so yeah, everyone do call me ""Queen of one five"" https://t.co/6rDnZtZxfk","Ogun, Nigeria","Gemini ♊
 depressed law scholar👩‍⚖️ 
Shy🙈",2,0,en
1857,1575186658281984001,"RT @mgeist: Dare to criticize or question Canadian Heritage officials or its legislation? Prepare to be called racist, a bully, or have a n…",,"Common sense conversations hosted by Pamela Wallin. No filter, no spin and no nonsense. Click below to start listening!",0,243,en
1858,1575186619035836416,RT @Simp4Sluts: this kid that used to bully me in high school for being “under 6ft” just died LMAOOOOO I’D RATHER BE UNDER 6 FOOT THAN BE 6…,"Waianae, HI",Trezen Kelly’s MOM 🤍,0,327,en
1859,1575186607900348416,"@MindfulParadigm @NaheedD hey troll, get your facts right; 
we dont need your bull. #odsp #odspoverty #onpoli #bully #troll #abuse #disabilitytwitter https://t.co/OZnohXAyyB","Ontario, Canada","The accidental advocate from CP24, Toronto Star, TVO, CityNews 570, National Post, CBC and W5.
Seeking #MAiD after decades of neglect. mitchelltremblay@live.ca",0,0,en
1860,1575186607350874113,"@katienicholl @katienicholl You are VILE!! You are also a BULLY for Prince George, a child. Shame on you, so called journalist. Ha!",Saskatchewan 🇨🇦,,12,0,en
1861,1575186583552086016,Big niggas always feel like they can bully some🥱 https://t.co/fZNzBB8dX9,,Standing on business,0,0,en
1862,1575186542116872192,@KaiseratCB Way to go Meghan you don't want her to tell lies on you again that you made her cry. That woman is a bully and loves attention.,The land of wood and water🇯🇲,"#BLM #StopAsianHate #StopHateForProfit Haters are gonna hate so ignore the empty barrels, love yourself and live your life to the fullest. #SSquad #BrazenHussy",1,0,en
1863,1575186529278099456,@RedBuddah65 @SydLloyd Did you want sexual predator Pincher to resign? Or corrupt Paterson? Or bully Patel?,"South West, England","This lying, corrupt and morally bankrupt govt have forced me onto Twitter to protest. Otherwise I’m a happy human, business graduate & company director.",0,0,en
1864,1575186522533662721,RT @OlenaHalushka: The smartest move to answer russian escalation will be: modern tanks and modern jets for #Ukraine #leopard2 #f16. As a t…,New York - London - Kyiv,,0,236,en
1865,1575186499091714048,"RT @Soia_jpg: The sun and the star celebratory art 

I was planning to post tomorrow but the hype hit me like a truck so have it early ❤️…",,harleen quinzel #1 fan,0,265,en
1866,1575186498269286400,someone PLEASE bully me into actually recording some vocals today xoxo tysm,"la, california babyyy",she/her | 23 | bi | i collect sad pathetic bi coded fictional men like trading cards (was ksapphicbi),1,0,en
